manual/PUS24,"This is a customer announcement for all metro passengers. Apologies for the delays to your service today. This is due to an ongoing speed restriction between Ilford Road and West Jesmond. All trains are running to all destinations, however are subject to delay. Once again, apologies for the delays to your service. This is due to an ongoing speed restriction between Ilford Road and West Jesmond. All trains are running to all destinations however are subject to delay and not to timetable. We do apologise for any inconvenience and delay.",
manual/PUS25,This is a customer announcement for all metro passengers at St Peters. All trains will arrive and depart from platform 1 until further notice. All trains will arrive and depart from platform 1 until further notice. This is due to ongoing technical problems. We do apologise for any inconvenience and delay.,
manual/PUS26,"This is a customer announcement for all Metro passengers. This Sunday the 25th of March, Metro will be operating single carriages only. That's this Sunday the 25th of March, Metro will be operating single carriages only. Passengers are reminded to stand at the departure end of the platform while awaiting the train. Thank you.",
manual/PUS27,This is Metro Passenger Services with information for all passengers. You are advised that the Metro service is suspended between the airport and Kingston Park in both directions until further notice. Once again the service is currently suspended between the airport and Kingston Park in both directions until further notice. We do apologize for the inconvenience and delay.,
manual/PUS28,This is a customer announcement for passengers at Kingston Park. All passengers will depart from Platform 2 for Newcastle City Centre. That's all trains for Newcastle City Centre will depart from Platform 2. Metro service is still currently suspended from the airport to Kingston Park in both directions. We do apologise for any inconvenience and delay.,
manual/PUS29,"This is a customer announcement for all Metro passengers. The Metro service is suspended from the airport to Kingston Park in both directions. Once again, the Metro service is currently suspended from the airport to Kingston Park in both directions. We are currently operating a bus replacement service, the number 900. We do apologise for any inconvenience and delay.",
manual/PUS32,"This is a customer announcement advising all Metro passengers that the service is currently suspended between St James and North Shields in both directions. This is due to an overhead line problem in the Walkergate area. A replacement bus service, the number 900, is in operation calling at all stations in the affected area between Monument and North Shields. For passenger information, St James station is currently closed. Metro apologise for any inconvenience and delay caused. Thank you.",
manual/PUS33,"This is information for all Metro passengers. There is currently no Metro service between Benton and Monkseaton in both directions due to an overhead line obstruction at Shiremoor. Once again, there is currently no Metro service between Benton and Monkseaton in both directions due to an overhead line obstruction at Shiremoor. There are also delays to the South Shields and St James service also caused by the overhead line obstruction at Shiremoor. There is currently no bus replacement service but passengers are advised to stand by for an announcement We do apologise for this delay, this is caused by an overhead line obstruction at Shiremoor",
manual/PUS34,"This is information for all Metro passengers. Due to extensive damage to the overhead line at Shiremoor, there will be no metro service between Benton and Tynemouth in either direction for the rest of the evening. Once again, due to extensive damage to the overhead line at Shiremoor, there will be no metro service between Benton and Tynemouth in either direction for the rest of the evening. Passengers requiring destinations between Benton and Tynemouth",
PHCM01,"Normal Chime",BOS
PHCM02,Warning Chime,BOS
PAUSE1,400ms blank recording,MOS
PAUSE2,1 second blank recording,MOS
PAUSE3,300ms blank recording,MOS
PAUSE4,500ms blank recording,MOS
